N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model1,500,1,1,0.8254276355695742,0.7881952871820034,0.775711660521634,0.18496420047732698,0.5971087562676382,0.26284417138995314
Model2,500,2,1,0.8111124590561689,0.7490998204339039,0.7762557463009324,0.26014319809069214,0.3185278249224588,0.2797039095386044
Model3,500,3,1,0.8209389785272352,0.752884798825852,0.7821908493590065,0.26670644391408116,0.3396614796925664,0.29161218878827494
Model4,500,1,2,0.8567269198107486,0.8308997343635264,0.831984935652186,0.37410501193317425,0.6382764563092499,0.45851501381266757
Model5,500,2,2,0.857940070362732,0.8695960553847389,0.8606264297778308,0.5954653937947494,0.5864807956179093,0.5758223166829886
Model6,500,3,2,0.872497876986534,0.8665821380935325,0.8512999052416367,0.4033412887828162,0.8207254152788621,0.5359231526544722
Model7,800,1,2,0.8629139876258644,0.8524620655499233,0.8390782976000055,0.4087112171837709,0.7315094551710627,0.488178546461355
Model8,800,2,2,0.8825670265679971,0.8773373235533721,0.8778766993852734,0.6217183770883055,0.6578131756557597,0.6298170764452717
Model9,800,3,2,0.8933640664806503,0.8859657653609782,0.8816344410873872,0.5304295942720764,0.8035882785632962,0.6339722058379813
